Framework;Language;Task;CRF;Seed;Mini batches;Epochs;Patience;Total words;Total errors;Accuracy;OOV-words;OOV-Errors;OOV accuracy;Training time;Evaluation time;Epochs Run;ADJ, ADJ;ADJ, ADP;ADJ, ADV;ADJ, AUX;ADJ, CCONJ;ADJ, DET;ADJ, INTJ;ADJ, NOUN;ADJ, NUM;ADJ, PART;ADJ, PRON;ADJ, PROPN;ADJ, PUNCT;ADJ, SCONJ;ADJ, SYM;ADJ, VERB;ADJ, X;ADP, ADJ;ADP, ADP;ADP, ADV;ADP, AUX;ADP, CCONJ;ADP, DET;ADP, INTJ;ADP, NOUN;ADP, NUM;ADP, PART;ADP, PRON;ADP, PROPN;ADP, PUNCT;ADP, SCONJ;ADP, SYM;ADP, VERB;ADP, X;ADV, ADJ;ADV, ADP;ADV, ADV;ADV, AUX;ADV, CCONJ;ADV, DET;ADV, INTJ;ADV, NOUN;ADV, NUM;ADV, PART;ADV, PRON;ADV, PROPN;ADV, PUNCT;ADV, SCONJ;ADV, SYM;ADV, VERB;ADV, X;AUX, ADJ;AUX, ADP;AUX, ADV;AUX, AUX;AUX, CCONJ;AUX, DET;AUX, INTJ;AUX, NOUN;AUX, NUM;AUX, PART;AUX, PRON;AUX, PROPN;AUX, PUNCT;AUX, SCONJ;AUX, SYM;AUX, VERB;AUX, X;CCONJ, ADJ;CCONJ, ADP;CCONJ, ADV;CCONJ, AUX;CCONJ, CCONJ;CCONJ, DET;CCONJ, INTJ;CCONJ, NOUN;CCONJ, NUM;CCONJ, PART;CCONJ, PRON;CCONJ, PROPN;CCONJ, PUNCT;CCONJ, SCONJ;CCONJ, SYM;CCONJ, VERB;CCONJ, X;DET, ADJ;DET, ADP;DET, ADV;DET, AUX;DET, CCONJ;DET, DET;DET, INTJ;DET, NOUN;DET, NUM;DET, PART;DET, PRON;DET, PROPN;DET, PUNCT;DET, SCONJ;DET, SYM;DET, VERB;DET, X;INTJ, ADJ;INTJ, ADP;INTJ, ADV;INTJ, AUX;INTJ, CCONJ;INTJ, DET;INTJ, INTJ;INTJ, NOUN;INTJ, NUM;INTJ, PART;INTJ, PRON;INTJ, PROPN;INTJ, PUNCT;INTJ, SCONJ;INTJ, SYM;INTJ, VERB;INTJ, X;NOUN, ADJ;NOUN, ADP;NOUN, ADV;NOUN, AUX;NOUN, CCONJ;NOUN, DET;NOUN, INTJ;NOUN, NOUN;NOUN, NUM;NOUN, PART;NOUN, PRON;NOUN, PROPN;NOUN, PUNCT;NOUN, SCONJ;NOUN, SYM;NOUN, VERB;NOUN, X;NUM, ADJ;NUM, ADP;NUM, ADV;NUM, AUX;NUM, CCONJ;NUM, DET;NUM, INTJ;NUM, NOUN;NUM, NUM;NUM, PART;NUM, PRON;NUM, PROPN;NUM, PUNCT;NUM, SCONJ;NUM, SYM;NUM, VERB;NUM, X;PART, ADJ;PART, ADP;PART, ADV;PART, AUX;PART, CCONJ;PART, DET;PART, INTJ;PART, NOUN;PART, NUM;PART, PART;PART, PRON;PART, PROPN;PART, PUNCT;PART, SCONJ;PART, SYM;PART, VERB;PART, X;PRON, ADJ;PRON, ADP;PRON, ADV;PRON, AUX;PRON, CCONJ;PRON, DET;PRON, INTJ;PRON, NOUN;PRON, NUM;PRON, PART;PRON, PRON;PRON, PROPN;PRON, PUNCT;PRON, SCONJ;PRON, SYM;PRON, VERB;PRON, X;PROPN, ADJ;PROPN, ADP;PROPN, ADV;PROPN, AUX;PROPN, CCONJ;PROPN, DET;PROPN, INTJ;PROPN, NOUN;PROPN, NUM;PROPN, PART;PROPN, PRON;PROPN, PROPN;PROPN, PUNCT;PROPN, SCONJ;PROPN, SYM;PROPN, VERB;PROPN, X;PUNCT, ADJ;PUNCT, ADP;PUNCT, ADV;PUNCT, AUX;PUNCT, CCONJ;PUNCT, DET;PUNCT, INTJ;PUNCT, NOUN;PUNCT, NUM;PUNCT, PART;PUNCT, PRON;PUNCT, PROPN;PUNCT, PUNCT;PUNCT, SCONJ;PUNCT, SYM;PUNCT, VERB;PUNCT, X;SCONJ, ADJ;SCONJ, ADP;SCONJ, ADV;SCONJ, AUX;SCONJ, CCONJ;SCONJ, DET;SCONJ, INTJ;SCONJ, NOUN;SCONJ, NUM;SCONJ, PART;SCONJ, PRON;SCONJ, PROPN;SCONJ, PUNCT;SCONJ, SCONJ;SCONJ, SYM;SCONJ, VERB;SCONJ, X;SYM, ADJ;SYM, ADP;SYM, ADV;SYM, AUX;SYM, CCONJ;SYM, DET;SYM, INTJ;SYM, NOUN;SYM, NUM;SYM, PART;SYM, PRON;SYM, PROPN;SYM, PUNCT;SYM, SCONJ;SYM, SYM;SYM, VERB;SYM, X;VERB, ADJ;VERB, ADP;VERB, ADV;VERB, AUX;VERB, CCONJ;VERB, DET;VERB, INTJ;VERB, NOUN;VERB, NUM;VERB, PART;VERB, PRON;VERB, PROPN;VERB, PUNCT;VERB, SCONJ;VERB, SYM;VERB, VERB;VERB, X;X, ADJ;X, ADP;X, ADV;X, AUX;X, CCONJ;X, DET;X, INTJ;X, NOUN;X, NUM;X, PART;X, PRON;X, PROPN;X, PUNCT;X, SCONJ;X, SYM;X, VERB;X, X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;no;pos;FALSE;421213;8;1;None;7904;1078;86,4%;514;284;44,7%;30,42761094;2,853352912;1;476;1;24;0;0;31;0;27;2;0;12;31;0;0;0;22;0;1;856;2;0;2;0;0;3;0;0;6;1;0;16;0;2;0;13;6;177;0;0;0;0;2;0;1;30;9;0;15;0;6;0;0;0;1;380;1;0;0;0;0;0;0;0;0;0;0;11;0;0;1;3;0;280;0;0;0;0;0;1;1;0;3;0;2;0;24;1;3;0;0;268;0;0;0;0;32;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;1;0;0;7;0;1007;5;0;0;332;0;0;0;15;0;12;0;0;0;0;18;0;6;8;0;0;50;0;0;0;0;0;0;0;5;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;2;0;0;27;0;0;0;0;547;2;0;8;0;0;0;5;0;0;0;0;2;0;21;0;0;1;713;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;1;1014;0;0;0;0;0;24;0;0;0;0;0;0;0;0;9;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;7;79;0;0;0;15;0;0;0;19;0;1;0;723;0;0;0;0;0;0;0;0;1;0;0;0;13;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;hi;pos;FALSE;322233;32;50;3;9761;950;90,3%;427;191;55,3%;573,0465315;0,556585526;50;439;7;8;0;0;5;0;40;14;2;3;21;2;0;0;12;0;2;1984;29;0;0;0;0;5;0;3;0;2;0;0;0;5;0;3;8;36;0;0;3;0;3;0;1;1;0;0;0;0;1;0;0;1;0;704;0;0;0;0;0;0;0;0;0;0;0;59;0;0;2;1;0;181;6;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;169;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;16;7;1;0;2;0;1966;2;1;0;171;4;0;0;44;4;2;0;1;0;0;0;0;4;165;0;2;8;4;0;0;2;0;0;0;1;0;0;0;0;0;0;199;2;0;0;1;0;0;0;1;0;21;0;0;35;0;0;0;2;438;0;0;9;0;0;0;20;1;2;0;1;0;0;138;15;0;1;853;16;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;32;0;0;0;15;0;4;0;7;0;0;0;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;hi;pos;FALSE;521403;32;50;3;9761;939;90,4%;427;189;55,7%;489,0764812;0,424394508;50;442;5;10;0;0;5;0;42;14;2;4;24;3;0;0;11;0;4;1984;28;0;0;0;0;6;0;4;0;2;0;0;0;6;0;3;10;37;0;0;4;0;3;0;0;2;0;0;0;0;1;0;0;1;0;698;0;0;0;0;0;0;0;0;0;0;0;57;0;0;2;3;0;181;6;0;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;172;0;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;17;7;1;0;1;0;1967;1;1;0;167;5;0;0;36;4;3;0;0;0;0;0;0;5;167;0;2;9;3;0;0;2;0;0;0;1;0;0;0;0;0;0;199;2;0;0;1;0;0;0;1;0;16;0;0;32;0;0;0;2;433;0;0;8;0;0;0;16;1;3;0;0;0;0;133;14;0;1;853;15;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;588;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;3;38;0;0;0;15;0;4;0;7;0;0;0;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;ur;pos;FALSE;613321;8;50;3;13303;1086;91,8%;1103;314;71,5%;1014,602535;1,200071511;38;853;13;18;0;0;23;0;74;12;4;4;23;0;0;0;4;0;0;2745;16;10;0;1;0;4;0;9;3;12;0;1;0;4;0;5;6;66;0;0;1;0;1;0;5;3;0;0;0;0;0;1;0;1;0;906;0;0;0;0;0;0;0;1;0;0;0;39;0;3;0;0;0;310;0;0;0;0;5;0;0;0;0;0;0;0;6;0;0;0;0;208;0;1;0;0;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;14;7;1;0;0;0;3028;18;0;0;184;0;0;0;24;2;9;0;2;0;0;0;0;6;232;1;1;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;263;0;0;0;0;0;0;0;1;0;4;0;0;9;0;3;0;1;443;3;0;5;0;0;1;20;1;5;0;0;0;0;254;5;2;2;1275;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;628;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;34;0;2;0;10;3;1;1;3;0;0;0;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;da;pos;FALSE;421213;32;50;3;9404;979;89,6%;787;323;59,0%;474,8067905;0,547261279;39;497;0;32;0;0;4;0;45;14;0;4;4;0;0;0;31;6;1;1102;35;0;5;0;0;0;1;0;8;0;0;8;4;5;2;28;4;648;0;1;2;0;4;0;0;6;0;0;4;1;11;2;0;0;0;442;0;0;0;0;0;0;0;0;0;0;0;68;0;0;1;2;0;332;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;466;0;3;1;0;25;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1;33;1;2;0;5;1656;70;0;7;119;0;0;2;52;39;4;0;0;0;0;0;0;6;69;0;0;9;0;0;0;1;7;0;0;0;0;0;0;0;0;0;116;0;0;0;2;0;0;0;2;3;18;0;1;9;0;4;0;0;553;0;0;0;0;0;0;9;0;2;0;0;1;2;47;9;0;2;336;0;0;2;3;12;0;0;0;0;0;0;0;0;0;0;0;0;1276;0;0;0;0;0;1;2;2;0;0;0;0;0;1;1;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;8;14;1;0;1;10;2;0;1;3;0;2;0;803;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ur;pos;FALSE;613321;32;50;3;13412;1139;91,5%;1110;318;71,4%;578,7412944;2,652418942;17;856;2;6;0;3;5;0;64;10;1;1;36;0;0;0;4;0;10;2779;4;0;0;0;0;10;0;2;0;2;0;0;0;0;0;15;10;68;0;0;0;0;6;2;8;5;6;0;2;0;0;0;0;8;0;927;0;0;0;1;0;0;0;0;0;0;0;23;0;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0;214;0;0;0;1;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;4;1;0;0;1;0;2846;10;3;2;437;0;0;0;14;0;12;0;0;0;0;0;0;15;235;0;0;11;0;0;0;0;0;0;7;3;0;5;0;0;0;1;275;1;1;0;2;0;1;0;2;3;2;0;0;22;0;1;1;2;457;2;0;0;0;0;0;10;12;0;1;0;0;0;88;5;0;5;1402;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;46;0;0;0;20;0;0;0;4;0;0;0;1028;0;0;0;0;0;0;0;0;2;0;0;0;4;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;FALSE;322233;1;50;3;13412;1109;91,7%;-1;-1;0,0%;22200,28755;1,067775488;38;868;12;15;0;0;16;0;79;12;0;4;12;0;0;0;3;0;0;2774;19;10;0;1;0;5;0;8;3;12;0;1;0;3;0;5;5;66;0;0;1;0;1;0;5;3;0;0;0;0;0;1;0;0;0;914;0;0;0;0;0;0;0;0;0;0;0;37;0;3;0;0;0;312;0;0;0;0;5;0;0;0;0;0;0;0;6;0;0;0;0;219;0;1;0;0;37;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;13;7;1;0;0;0;2934;10;1;2;127;0;0;0;21;2;6;0;1;0;0;0;0;9;235;1;0;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;4;0;0;6;0;3;0;1;439;3;0;5;0;0;0;33;1;6;0;0;0;0;358;12;1;2;1364;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;241;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;34;0;2;0;12;4;1;1;3;0;0;0;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ur;pos;FALSE;5123;32;50;3;13412;1141;91,5%;1110;351;68,4%;582,7695333;3,159309525;17;810;0;7;0;3;10;0;85;18;1;1;51;0;0;0;2;0;8;2777;2;0;0;0;0;11;1;3;0;4;0;0;0;1;0;12;8;72;0;0;0;0;7;2;8;5;8;0;0;0;0;0;0;5;0;906;0;0;0;2;0;0;0;1;0;0;0;45;0;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;218;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;4;2;0;0;1;0;2898;21;1;5;395;0;0;0;12;0;3;0;0;0;0;0;0;11;241;0;0;18;0;0;0;0;0;0;6;5;0;5;0;0;0;1;276;1;1;0;1;0;0;0;2;3;2;0;0;24;0;0;0;1;456;3;0;0;0;1;0;7;11;0;1;0;2;0;107;4;0;3;1388;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;1;0;0;0;0;0;0;0;5;5;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;20;0;0;0;27;0;0;0;5;0;0;0;1049;0;0;0;1;0;0;0;0;2;0;0;1;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ur;pos;FALSE;322233;8;5;None;13412;1159;91,4%;1110;365;67,1%;277,1205417;4,204377371;5;799;2;5;0;3;7;0;108;9;1;1;51;0;0;0;2;0;9;2767;2;1;0;0;0;15;0;6;0;5;0;0;0;2;0;18;15;62;0;0;0;0;3;1;8;5;9;0;1;0;0;0;0;8;0;907;0;0;0;2;0;0;0;1;0;0;0;41;0;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;219;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;4;1;0;0;1;0;2924;9;0;3;389;0;0;0;9;0;5;0;0;0;0;0;0;16;233;0;0;19;0;0;0;0;0;0;9;1;0;5;0;0;0;1;277;1;1;0;1;0;0;0;3;3;2;0;0;24;0;0;1;0;456;3;0;0;0;0;0;7;12;0;0;0;0;0;115;3;0;5;1381;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;22;0;0;0;32;0;0;0;3;0;0;0;1043;0;0;0;0;0;0;0;0;2;0;0;2;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ur;pos;FALSE;521403;8;5;None;13412;1171;91,3%;1110;331;70,2%;170,1406888;2,848478436;5;861;0;5;0;3;7;0;55;8;1;1;44;0;0;0;3;0;10;2781;2;0;0;0;0;9;0;1;0;3;0;0;0;1;0;21;19;53;0;0;0;0;4;2;8;5;8;0;1;0;1;0;0;7;0;856;0;0;0;2;0;0;0;1;0;0;0;93;0;0;0;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;12;1;2;0;0;220;0;0;0;1;6;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;5;1;0;0;1;0;2898;9;0;3;395;0;0;0;11;0;9;0;0;0;0;0;0;11;231;0;0;22;0;0;0;0;0;1;7;4;0;5;0;0;0;1;274;1;1;0;2;0;0;0;3;3;2;0;0;40;0;0;0;1;439;3;0;0;0;1;0;9;9;0;0;0;2;0;109;2;0;3;1389;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;10;0;0;0;29;1;0;0;3;0;0;0;1055;0;0;0;0;0;0;0;0;2;0;0;0;5;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;hi;pos;FALSE;5123;32;5;None;10149;1037;89,8%;441;235;46,7%;108,166551;2,231223837;5;477;2;3;0;0;2;0;36;6;0;1;6;0;0;0;9;0;4;2080;1;0;0;0;0;17;0;0;0;1;0;0;0;1;0;11;34;34;0;1;0;0;5;1;2;17;2;0;0;0;3;0;0;0;0;704;0;0;0;2;0;0;0;0;0;0;0;53;0;0;0;0;0;190;0;0;0;0;0;1;0;0;0;0;0;0;4;0;2;0;6;190;0;2;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;8;2;0;0;1;0;2119;12;0;0;50;0;0;0;16;0;12;0;0;0;0;0;0;4;180;0;0;3;0;0;0;0;0;2;3;0;0;0;0;0;1;0;217;0;0;0;1;0;0;0;3;0;1;0;0;22;0;0;2;0;453;0;0;6;0;0;0;38;2;0;0;2;0;0;349;27;0;0;682;0;0;0;7;0;2;0;0;0;3;0;0;10;4;0;1;9;608;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;52;0;0;0;45;6;1;0;1;0;0;0;969;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;ur;pos;FALSE;5123;1;50;3;13412;1076;92,0%;1110;358;67,7%;1521,00195;2,954288809;14;885;12;15;0;0;23;0;110;23;0;3;43;0;0;0;4;0;0;2773;7;6;0;0;0;5;0;8;3;12;0;1;0;4;0;6;6;79;0;0;1;0;2;0;6;1;0;0;0;0;0;2;0;2;0;926;0;0;0;0;0;0;0;1;0;0;0;38;0;3;0;0;0;312;0;0;0;0;5;0;0;0;0;0;0;0;6;0;0;0;0;212;0;1;0;0;34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;10;9;2;0;0;0;3070;16;2;2;232;0;0;0;26;2;6;0;2;0;0;0;0;12;231;1;0;3;0;0;0;0;0;1;3;2;0;0;0;0;0;0;270;0;0;0;1;0;0;0;1;0;5;0;0;9;0;7;0;2;448;3;0;5;0;0;0;13;0;2;0;0;0;0;184;3;0;1;1225;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;25;0;0;0;11;0;0;0;3;0;0;0;1033;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;hi;pos;FALSE;421213;32;5;None;10149;1042;89,7%;441;220;50,1%;181,1290618;4,169513029;5;467;2;3;0;0;2;0;47;5;0;1;7;0;0;0;8;0;4;2076;6;0;0;0;0;16;0;0;0;1;0;0;0;1;0;9;23;52;0;1;0;0;12;1;2;7;2;0;0;0;1;0;0;0;0;721;0;0;0;1;0;0;0;0;0;0;0;37;0;0;0;0;0;190;0;0;0;0;0;1;0;0;0;0;0;0;6;0;2;0;6;183;0;1;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;6;3;0;0;1;0;2135;9;0;0;46;0;0;0;19;0;15;0;0;0;0;0;0;4;168;0;0;12;0;0;0;0;0;2;3;0;0;0;0;0;1;0;217;0;0;0;1;0;0;0;1;0;1;0;0;21;0;2;2;0;454;0;0;6;0;0;0;34;2;0;0;2;0;0;381;16;0;0;664;0;0;0;8;0;2;0;0;0;4;0;0;5;5;0;1;12;608;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;57;0;0;0;39;3;1;0;6;0;0;0;964;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;ur;pos;FALSE;322233;8;50;3;13303;1126;91,5%;1103;329;70,2%;1173,934681;1,570728711;33;856;14;23;0;0;29;0;77;18;5;4;24;0;0;0;3;0;0;2742;17;10;0;1;0;2;0;9;3;12;0;1;0;5;0;5;5;59;0;0;1;0;0;0;6;2;0;0;0;0;0;0;0;1;0;901;0;0;0;0;0;0;0;1;0;0;0;37;0;3;0;0;0;310;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;202;0;1;0;0;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;17;9;1;0;0;0;3037;20;0;1;201;0;0;0;30;2;3;0;1;0;0;0;0;5;222;1;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;260;0;0;0;0;0;0;0;1;0;4;0;0;8;0;4;0;1;446;3;0;6;0;0;2;22;1;4;0;0;0;0;245;8;2;2;1260;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;628;0;0;0;0;0;0;1;0;0;1;0;0;0;4;1;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;39;0;2;0;10;2;1;1;2;0;0;0;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pytorch;ur;pos;FALSE;5123;8;50;3;13303;1135;91,5%;1103;328;70,3%;795,6030663;1,143546638;30;851;14;21;0;0;24;0;78;17;5;4;20;0;0;0;3;0;0;2744;17;10;0;1;0;5;0;10;3;12;0;1;0;6;0;5;7;55;0;0;1;0;0;0;3;3;0;0;0;0;0;0;0;1;0;912;0;0;0;0;0;0;0;1;0;0;0;48;0;3;0;1;0;310;0;0;0;0;5;0;0;0;0;0;0;0;6;0;0;0;0;207;0;1;0;0;30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;13;12;1;0;0;0;3019;18;0;2;196;0;0;0;23;2;4;0;2;0;0;0;0;5;224;1;0;3;0;0;0;0;0;1;0;3;0;0;0;0;0;0;259;1;0;0;0;0;0;0;1;0;7;0;0;8;0;4;0;1;443;3;0;6;0;0;1;22;1;2;0;0;0;0;255;7;4;1;1266;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;628;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;237;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;28;0;3;0;14;4;1;1;3;0;0;0;1013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
